gender,age,education,geographic_location,income,married,n_kids,has_pets,former_customer_service,previous_spend,new_customer,satisfied_customer_service,next_spend
female,81.87234439962124,3,Northeast,"$60,000+",no,0,1,no,367.79259129279217,no,1,634.297452380367
male,21.68066159309092,2,Northeast,"$60,000+",no,0,1,no,0,yes,1,211.5222539125906
female,7.030599186212989,1,Northeast,"$60,000+",no,0,1,no,268.7578563674077,no,1,588.069162197727
female,46.30059808788882,1,Northeast,"< $60,000",yes,0,1,no,517.5980812214437,no,1,699.3448460286377
female,62.67906779736255,2,Northeast,"$60,000+",yes,1,1,no,0,yes,1,204.53392332222472
female,58.046842746291084,4,Northeast,"$60,000+",yes,1,1,no,0,yes,1,229.42200450391982
male,61.77899490586376,1,Northeast,"$60,000+",no,0,1,no,0,yes,1,243.18876469183292
female,52.17616536105757,1,Northeast,"< $60,000",yes,0,1,no,0,yes,0,132.70355361949885
female,38.04715677266243,4,Northeast,"$60,000+",no,0,1,no,0,yes,1,218.54132571875226
male,52.97804316407517,2,Northeast,"$60,000+",yes,1,1,no,0,yes,0,256.4203416385637
male,86.22961725692691,2,Northeast,"$60,000+",yes,0,1,no,0,yes,0,187.43919636772983
male,44.578718194730456,1,Northeast,"$60,000+",yes,0,1,no,206.6598397295101,no,1,409.53179811298696
female,60.00718098909587,1,Northeast,"< $60,000",yes,1,1,no,981.2523734706192,no,1,1133.8818661456005
female,59.94432233571435,3,Northeast,"$60,000+",no,0,1,no,0,yes,0,159.59586024453182
female,74.5730359519461,2,Northeast,"$60,000+",no,0,1,no,692.6184757057948,no,1,943.9038293476392
male,28.213322707109675,2,Northeast,"$60,000+",yes,1,1,yes,847.6570424611533,no,1,1089.0741018665399
male,42.56379956642736,2,Northeast,"< $60,000",no,0,1,no,434.2199497079022,no,1,620.5531264464539
female,55.835815318476236,2,Northeast,"$60,000+",yes,1,1,no,160.90874411225934,no,1,433.59620883386435
female,41.63899202430758,2,Northeast,"$60,000+",no,0,1,no,461.4510206175935,no,1,756.5135872766568
female,53.69548930379183,2,Northeast,"$60,000+",yes,1,1,no,498.1580784166874,no,1,762.8716108905652
male,44.982893768305296,1,Northeast,"$60,000+",yes,0,1,no,312.8649684008834,no,0,557.6522479670859
female,30.813671540973534,3,Northeast,"$60,000+",no,0,1,no,226.0758700511002,no,1,485.5631764581438
male,17.593667007638743,3,Northeast,"$60,000+",yes,1,1,no,206.52899812286387,no,1,446.9536772797541
female,66.45026582736226,1,Northeast,"$60,000+",no,0,1,no,400.0328561256445,no,0,619.5979620793463
male,52.17425339327524,1,Northeast,"$60,000+",yes,0,1,no,0,yes,0,149.23727915657244
male,65.2198952877111,1,Northeast,"< $60,000",yes,1,1,no,11.277133047802579,no,0,158.443851935346
male,3.8748689697581966,4,Northeast,"$60,000+",yes,1,1,no,0,yes,1,265.83970187416827
male,71.28090265088011,2,Northeast,"$60,000+",yes,1,1,no,0,yes,0,165.3741725588386
female,56.86504792664924,3,Northeast,"$60,000+",no,0,1,no,252.2812278418012,no,1,508.0108863999907
female,40.906100741124575,3,Northeast,"< $60,000",yes,2,1,no,0,yes,1,114.41943208403893
female,60.75675811794903,0,Northeast,"$60,000+",yes,0,1,no,842.6142091073318,no,1,1058.0076898551506
male,55.59349878899407,0,Northeast,"$60,000+",yes,0,1,no,38.43218491595621,no,0,224.7789459235138
female,62.63054869137896,0,Northeast,"< $60,000",no,0,1,no,0,yes,0,100
female,60.59254949107766,2,Northeast,"$60,000+",yes,0,1,no,411.7875901365993,no,1,701.0943152168438
male,53.31581812870952,2,Northeast,"$60,000+",no,1,1,no,0,yes,1,238.65791934742177
female,52.86338345839792,1,Northeast,"$60,000+",yes,1,1,no,44.226093276237165,no,0,254.10042436185694
female,37.878387554416705,2,Northeast,"$60,000+",yes,1,1,no,0,yes,1,222.1048533438514
male,59.130606318287185,1,Northeast,"$60,000+",yes,2,1,no,0,yes,1,165.1915158839838
female,39.31936681417409,2,Northeast,"$60,000+",no,0,1,no,602.5011933247506,no,1,859.5884442715811
male,76.25301592243005,3,Northeast,"$60,000+",no,0,1,no,867.9046112327068,no,1,1132.7207048883708
male,52.13724749443618,3,Northeast,"$60,000+",yes,1,1,no,0,yes,1,217.29916701378062
female,78.89502514507086,3,Northeast,"$60,000+",yes,1,1,no,475.79476188596925,no,1,731.1228154154055
female,43.00351077234809,0,Northeast,"$60,000+",yes,0,1,no,301.37463668346186,no,0,592.1619466738847
female,45.940448707978604,2,Northeast,"< $60,000",yes,0,1,yes,408.89877277863934,no,1,559.1643722075436
female,66.86647735241985,3,Northeast,"$60,000+",yes,1,1,no,738.6679025589755,no,1,950.5378317006323
male,72.68579925142056,1,Northeast,"< $60,000",yes,1,1,no,423.9542270586364,no,1,550.0936933425342
female,27.317078444417913,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,240.10532402220215
female,66.79732953676964,2,Northeast,"$60,000+",yes,0,1,no,0,yes,0,218.7339773334887
female,71.96894059557525,2,Northeast,"< $60,000",yes,0,1,no,299.03372994167125,no,0,475.3722772287288
female,41.187465141574684,4,Northeast,"$60,000+",no,0,1,no,354.67408340588776,no,1,640.0295534198217
male,64.09661501896777,4,Northeast,"$60,000+",no,0,1,no,0,yes,0,206.5825190899737
male,36.98378723678134,3,Northeast,"$60,000+",yes,0,1,no,0,yes,1,192.53250831546137
male,39.39409451641055,3,Northeast,"$60,000+",yes,2,1,yes,113.86765609651178,no,1,371.91953588070055
male,46.459301130216474,2,Northeast,"< $60,000",yes,0,1,no,589.2355485766767,no,0,693.2808738679942
female,36.04436719578773,2,Northeast,"$60,000+",yes,0,1,no,286.98873672638194,no,1,538.3983665963053
female,79.50381343169326,2,Northeast,"$60,000+",yes,1,1,no,0,yes,1,226.992766425508
male,49.115432449498996,2,Northeast,"< $60,000",no,0,1,yes,0,yes,0,132.71251604308083
female,41.49340337851579,3,Northeast,"$60,000+",yes,0,1,no,0,yes,0,208.95881078716582
female,17.221370535020185,1,Northeast,"$60,000+",no,0,1,no,0,yes,0,208.33190093536086
female,51.305203061960285,3,Northeast,"$60,000+",yes,0,1,no,235.01693826140246,no,1,443.43040055852475
male,34.42599582861226,2,Northeast,"< $60,000",yes,0,1,no,389.45366936877247,no,1,498.409864072583
male,41.67447040271634,3,Northeast,"$60,000+",yes,0,1,no,605.8275205799728,no,1,835.9462441130385
female,42.836145153413376,3,Northeast,"$60,000+",yes,0,1,no,0,yes,1,207.0079335050475
male,16.375190855882572,1,Northeast,"$60,000+",yes,0,1,no,227.962839138307,no,1,471.2543647907371
female,59.15128448760678,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,214.71741133217432
male,54.05699616298967,0,Northeast,"$60,000+",yes,0,1,no,301.78117639853554,no,0,538.7089049336057
female,58.036802675251835,3,Northeast,"$60,000+",yes,1,1,no,260.85257785028546,no,1,525.4977806570166
female,35.48692203049099,1,Northeast,"$60,000+",yes,2,1,no,25.06345058646589,no,1,251.61194843760742
female,12.546025049279791,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,205.2023823602284
male,88.76063289998226,3,Northeast,"$60,000+",yes,1,1,no,0,yes,0,144.4554983423546
male,78.07050439316734,3,Northeast,"$60,000+",no,0,1,yes,0,yes,1,298.81495335399603
male,40.68331144526105,2,Northeast,"$60,000+",yes,1,1,no,182.9602252218695,no,1,420.73865700425677
female,20.972168958962488,3,Northeast,"$60,000+",yes,1,1,no,0,yes,1,233.66796736516875
male,46.1184709972666,1,Northeast,"$60,000+",no,0,1,no,1166.7797243846999,no,1,1456.848549139654
female,48.940410533868054,2,Northeast,"$60,000+",yes,0,1,no,171.40039762856182,no,0,418.17997023537987
male,8.28733667624644,0,Northeast,"$60,000+",yes,1,1,no,65.223359418108,no,1,279.7386108621222
female,44.11623459888627,2,Northeast,"$60,000+",yes,1,1,no,0,yes,1,145.78413003806133
male,51.41950399137163,1,Northeast,"< $60,000",yes,2,1,no,0,yes,1,100
male,83.6072371740046,1,Northeast,"$60,000+",yes,1,1,no,0,yes,0,197.0163678461598
female,27.6618785963364,1,Northeast,"$60,000+",yes,1,1,yes,0,yes,0,213.51051249412728
male,98.05925550692342,1,Northeast,"$60,000+",yes,1,1,no,740.8555540376581,no,1,941.6174121098072
female,75.10251640084326,1,Northeast,"$60,000+",yes,0,1,no,89.25642328948183,no,1,322.41094982164157
male,48.60410236392998,1,Northeast,"< $60,000",no,0,1,no,271.31738948305406,no,1,459.93543857262466
female,42.38287844030293,2,Northeast,"$60,000+",yes,0,1,no,548.5671821510605,no,1,817.7620935213588
female,57.871131435479725,1,Northeast,"$60,000+",yes,0,1,yes,449.34971306357266,no,1,691.1935653992388
male,75.31112538909719,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,213.41410583770872
male,78.62156619751701,2,Southeast,"$60,000+",no,0,1,no,422.8879311168849,no,0,612.7893953301235
female,53.51940705235893,3,Southeast,"$60,000+",no,0,1,no,418.000014899411,no,1,609.9402468611017
male,34.204358013433676,1,Southeast,"$60,000+",yes,1,1,no,589.8841641253252,no,1,757.057481065139
male,71.923587573113707,0,Southeast,"$60,000+",yes,2,1,yes,0,yes,1,95.67707701531627
male,70.80994264290348,3,Southeast,"$60,000+",yes,2,1,no,416.51318250041436,no,1,536.682380074924
male,38.01848064852646,1,Southeast,"$60,000+",no,0,1,no,0,yes,1,106.95673457145493
female,28.736894550860686,2,Southeast,"$60,000+",no,0,1,no,0,yes,1,119.61766464365468
female,47.290925394507816,1,Southeast,"$60,000+",yes,0,1,no,316.91977563604746,no,1,468.82538040067607
female,56.9198093421882,1,Southeast,"$60,000+",no,0,1,yes,0,yes,1,102.7214271221064
male,45.293045880075525,2,Southeast,"$60,000+",no,0,1,no,0,yes,1,104.69457335900984
female,29.006959198628127,2,Southeast,"$60,000+",yes,0,1,no,68.99806201539143,no,1,192.39349889314917
male,32.93089816842436,4,Southeast,"$60,000+",yes,1,1,no,505.24726842201574,no,1,636.3644757159439
female,66.30539187766925,2,Southeast,"< $60,000",no,0,1,no,0,yes,1,0
male,63.59826744246877,3,Southeast,"< $60,000",yes,1,1,no,752.8235338538286,no,1,777.3966609142062
male,56.63450437943324,1,Southeast,"< $60,000",yes,0,1,no,449.561210891394,no,0,498.52004541114485
female,36.76119946570036,2,Southeast,"$60,000+",yes,0,1,no,0,yes,0,46.70570833836292
female,46.742234535208176,4,Southeast,"$60,000+",yes,0,1,no,504.296584021664,no,1,613.0537805779155
female,27.392151229920035,1,Southeast,"$60,000+",yes,0,1,no,18.367632842742225,no,0,141.6691598935164
female,67.86788348336256,3,Southeast,"$60,000+",yes,0,1,no,713.6626326548657,no,1,873.750038745807
female,14.103223010948383,3,Southeast,"$60,000+",no,1,1,no,0,yes,0,90.72482014524769
male,45.021958738961786,2,Southeast,"$60,000+",no,0,1,no,513.6806304767807,no,1,701.6422480913484
male,45.104968327111834,2,Southeast,"$60,000+",yes,0,1,no,640.468277155165,no,1,748.0256612395766
female,37.14856164412724,2,Southeast,"$60,000+",no,0,1,no,0,yes,0,83.59489784263721
male,99.23531554889604,2,Southeast,"$60,000+",no,0,1,no,191.4916794195155,no,0,329.56493868866306
male,94.24658825521855,3,Southeast,"$60,000+",no,0,1,no,716.4086900870351,no,1,902.7758807074977
female,39.64895495500281,2,Southeast,"< $60,000",no,0,1,no,0,yes,1,69.44909924942804
female,58.86787728089503,2,Southeast,"$60,000+",no,0,1,no,149.0013378078811,no,0,282.76135935427885
female,56.56210264738331,3,Southeast,"$60,000+",yes,1,1,no,607.2298440674956,no,1,739.6304239899957
male,58.92499009636241,2,Southeast,"$60,000+",yes,1,1,no,300.0629647152372,no,1,411.32209418114354
female,59.78898728181937,2,Southeast,"$60,000+",yes,1,1,no,367.4906082611995,no,1,491.37213052746836
male,36.54394073509085,0,Southeast,"$60,000+",yes,0,1,no,0,yes,0,121.29378184821053
female,6.651219453639044,2,Southeast,"$60,000+",no,0,1,yes,89.89257335127078,no,1,280.12037020403994
male,41.01680122026305,2,Southeast,"< $60,000",yes,1,1,no,679.8837416381324,no,1,737.63048963301
female,63.391856401385304,3,Southeast,"$60,000+",no,0,1,no,0,yes,0,102.07721548118428
female,38.358603863179,2,Southeast,"< $60,000",no,0,1,no,130.86511090075635,no,1,235.90464750323855
male,56.47674610382609,1,Southeast,"$60,000+",no,0,1,no,281.3056452145606,no,1,431.0611988381802
male,34.28326028365643,1,Southeast,"< $60,000",yes,0,1,no,493.35928824579184,no,1,548.2604386413757
female,54.357971968202285,0,Southeast,"$60,000+",yes,0,1,no,220.17685205099355,no,1,375.37567059986765
female,59.53318937256989,2,Southeast,"$60,000+",no,0,1,no,680.8925115737203,no,1,849.8666167362079
female,51.39908894461539,2,Southeast,"$60,000+",yes,0,1,no,403.0044693254952,no,1,543.8759101677682
female,29.18074739154241,1,Southeast,"$60,000+",yes,1,1,no,263.4902218145893,no,0,400.323216861242
female,73.32827967638505,3,Southeast,"$60,000+",yes,1,1,no,9.154758432215289,no,1,102.74961747308907
female,48.53650595115642,3,Southeast,"$60,000+",yes,1,1,no,135.4863023197312,no,1,227.3633135281425
male,24.298451106733523,2,Southeast,"$60,000+",yes,1,1,no,781.8108859886778,no,1,916.403713664858
male,36.224090889965126,2,Southeast,"$60,000+",yes,1,1,yes,133.90553196516558,no,0,245.85271602807384
male,51.82104960850881,3,Southeast,"$60,000+",yes,0,1,no,649.8441183778814,no,1,802.9372655786755
male,33.146163803852374,2,Southeast,"< $60,000",yes,1,1,yes,0,yes,0,53.691027206628334
male,13.223701945489523,1,Southeast,"$60,000+",yes,2,1,no,635.7229414965072,no,1,752.2144805531229
female,29.348807026406917,2,Southeast,"< $60,000",no,0,1,no,303.92722644282037,no,1,392.030109787701
female,47.7128222087754,1,Southeast,"$60,000+",yes,0,1,no,701.9514943124783,no,1,842.3227956063987
male,51.31477663897372,1,Southeast,"< $60,000",no,0,1,no,0,yes,0,16.16112762264246
female,79.3526405264534,2,Southeast,"$60,000+",yes,0,1,no,0,yes,0,0
female,36.178708421676646,2,Southeast,"$60,000+",no,0,1,no,136.73585463230793,no,1,278.7317450500269
female,31.894504424454997,2,Southeast,"< $60,000",yes,0,1,no,0,yes,1,8.846160213857985
male,35.81984756744498,2,Southeast,"$60,000+",no,0,1,no,0,yes,0,125.96600646067823
male,69.28626143301203,3,Southeast,"$60,000+",yes,0,1,no,397.7228459387924,no,0,498.0635434222516
male,32.28730095013708,1,Southeast,"$60,000+",yes,1,1,yes,289.9855170699516,no,0,385.7702837701701
female,47.02058942059217,3,Southeast,"$60,000+",yes,2,1,no,0,yes,1,86.2274943395614
male,91.35020902249167,2,Southeast,"$60,000+",yes,2,1,no,593.0082730583108,no,1,754.0150968218513
female,24.068123972291914,2,Southeast,"$60,000+",yes,2,1,no,0,yes,1,60.53096065290945
female,33.062972976454226,1,Southeast,"$60,000+",no,0,1,no,0,yes,0,62.43955707529567
female,40.57674948560347,2,Southeast,"$60,000+",yes,2,1,no,332.38426887802996,no,1,524.7693311411081
male,17.50137091076128,2,Southeast,"$60,000+",no,0,1,no,0,yes,1,63.68062651974901
female,53.64254545882969,3,Southeast,"$60,000+",yes,0,1,no,0,yes,1,114.54969820312814
female,8.103043564140897,3,Southeast,"$60,000+",yes,2,1,no,399.2363780700163,no,1,524.439906687719
male,41.80406319039381,3,Southeast,"$60,000+",no,0,1,no,220.66440979455433,no,0,381.5295362617759
female,32.1702664352095,1,Southeast,"$60,000+",yes,2,1,no,208.00297708861174,no,1,392.89217126178403
male,35.34483985587448,2,Southeast,"< $60,000",yes,0,1,no,0,yes,1,31.910473680986556
female,72.26220964935584,3,Southeast,"< $60,000",no,0,1,no,323.5681659360114,no,1,376.3148910497711
female,63.651007600129226,2,Southeast,"$60,000+",yes,1,1,no,335.38833393877474,no,1,464.06803353607944
female,85.0377301980556,3,Southeast,"< $60,000",yes,1,1,no,230.8872424423625,no,0,204.0475569393011
female,70.33074512970447,2,Southeast,"$60,000+",no,0,1,no,270.1550074966594,no,1,416.0590452768322
female,52.8018898409272,2,Southeast,"$60,000+",no,0,1,no,0,yes,1,140.78910427793295
male,37.094801291196774,3,Southeast,"< $60,000",yes,0,1,no,344.29723939327323,no,0,388.8659671670739
male,54.264114231614215,1,Southeast,"$60,000+",yes,0,1,no,338.3789493087845,no,1,426.77533821273016
female,55.51030787870621,1,Southeast,"$60,000+",no,0,1,no,91.95390180190552,no,0,167.7946524297401
female,44.037288449308164,1,Southeast,"$60,000+",yes,0,1,no,473.0840548032594,no,1,574.5300589323579
female,20.0923461245573,1,Southeast,"$60,000+",yes,0,1,no,0,yes,1,125.61926500017545
female,64.43285393936799,3,Southeast,"$60,000+",no,0,1,no,214.23441851908606,no,1,372.68930464211684
male,33.453839681157305,2,Southeast,"$60,000+",yes,1,1,yes,72.29782814037604,no,1,246.2339112647564
male,24.613329983498453,1,Southeast,"$60,000+",yes,2,1,no,490.05448816414196,no,1,595.5122723414025
female,50.673469254965,1,Southeast,"< $60,000",yes,0,1,no,422.6376890001282,no,1,464.1002804039941
male,41.640478967190866,0,Southeast,"$60,000+",yes,1,1,no,735.339450059917,no,1,866.4687619372515
male,68.98098241034909,2,Southeast,"$60,000+",yes,1,1,no,257.97402710421244,no,1,417.7522839778543
male,41.54580278847204,4,Southeast,"$60,000+",yes,0,1,no,0,yes,1,80.14687100891979
male,72.34638183790668,2,Southeast,"$60,000+",yes,1,1,no,0,yes,0,100.42594194757825
male,55.789083776188846,4,Southeast,"$60,000+",no,0,1,no,0,yes,1,148.70540545873735
female,54.00956184467776,2,Southeast,"$60,000+",yes,0,1,no,0,yes,0,109.00730959947116
male,45.47551029820373,0,Southeast,"$60,000+",yes,0,1,no,833.0236283119684,no,1,1033.988007491558
female,73.86354890742578,3,Southeast,"$60,000+",yes,0,1,no,374.9822489229181,no,1,497.5788057454693
female,40.87737174315462,1,Southeast,"$60,000+",yes,1,1,no,0,yes,1,102.82026789825589
female,36.757687584101824,4,Southeast,"$60,000+",yes,0,1,yes,181.44954356962793,no,1,388.57632092481214
male,54.189819314122595,1,Southeast,"$60,000+",yes,0,1,no,152.66988861823455,no,0,276.4070355261663
female,54.02519805267722,3,Southeast,"$60,000+",yes,0,1,no,0,yes,0,19.73191980444635
male,89.97661270020954,3,Southeast,"< $60,000",no,0,1,yes,373.8109161371379,no,0,428.4102306979926
female,36.05006709527056,1,Southeast,"$60,000+",no,0,1,no,0,yes,0,169.63653320888793
male,66.07080309223619,3,Southeast,"$60,000+",yes,1,1,yes,1032.6772820277756,no,1,1118.675455460599
male,47.80431522764994,3,Southeast,"$60,000+",no,0,1,no,13.795094614018154,no,1,154.34626561930307
female,80.69051099282522,0,Southeast,"$60,000+",yes,0,1,yes,177.27627913187945,no,0,278.3567113046598
female,61.336226630048856,3,Southeast,"$60,000+",yes,0,1,no,222.9786343143357,no,1,335.900935863908
female,62.981686719281655,2,Southeast,"$60,000+",yes,1,1,yes,0,yes,0,83.60582883766683
male,55.718502570486194,2,Southeast,"< $60,000",yes,1,1,no,0,yes,0,0
female,31.707421262435936,3,Southeast,"$60,000+",yes,0,1,yes,0,yes,1,142.20860670328847
male,37.81510626269078,3,Southeast,"$60,000+",yes,0,1,no,332.50491288061494,no,1,515.3357453789661
male,61.15299615903566,2,Southeast,"$60,000+",yes,0,1,no,133.44235698523474,no,1,232.0795999560508
female,29.311446656298713,3,Southeast,"< $60,000",no,0,1,yes,0,yes,1,28.558595977285663
male,74.59646255004762,2,Southeast,"$60,000+",yes,0,1,yes,261.73739950416325,no,0,342.6245593712493
male,24.15486403781553,2,Southeast,"< $60,000",no,0,1,no,0,yes,0,0
male,26.30764217314326,3,Southeast,"$60,000+",yes,0,1,no,0,yes,1,128.2710442716269
female,27.114453940048733,1,Southeast,"$60,000+",no,0,1,yes,0,yes,0,107.34082210327054
female,51.845927162645246,4,Southeast,"$60,000+",yes,0,1,no,0,yes,1,113.13478480738786
male,71.88289377277685,3,Southeast,"$60,000+",yes,1,1,no,143.44451564313513,no,1,276.70092922021473
male,18.751386908594938,2,Southeast,"$60,000+",yes,1,1,no,0,yes,0,34.22135391486707
male,41.88601020999603,0,Southeast,"$60,000+",no,0,1,no,0,yes,0,78.99349676613225
male,51.4697270663719,4,Southeast,"$60,000+",no,0,1,no,777.2282049104491,no,1,949.8553691816774
female,18.28989444178374,2,Southeast,"$60,000+",no,0,1,yes,360.44971926676965,no,1,529.7043455102146
male,44.83393025232205,1,Southeast,"$60,000+",yes,0,1,no,0,yes,0,118.68584638399088
female,46.045114247631275,1,Southeast,"$60,000+",no,0,1,no,0,yes,1,140.9814455283151
male,70.77438073774438,1,Southeast,"$60,000+",yes,1,1,no,746.8830710354736,no,1,888.302790546669
female,63.346162231339896,0,Southeast,"$60,000+",yes,0,1,no,0,yes,0,64.60636730728326
female,23.807914272825347,1,Southeast,"$60,000+",yes,0,1,no,0,yes,1,104.62826996587566
male,27.19989446144199,2,Southeast,"$60,000+",no,0,1,no,724.4018643815048,no,1,902.0549598791431
male,35.02751061431951,1,Southeast,"$60,000+",yes,2,1,no,0,yes,1,83.46163838452723
male,7.71922029561776,2,Southeast,"$60,000+",no,0,1,yes,99.14964819646242,no,0,236.52402210575627
male,26.603916619644604,2,Southeast,"< $60,000",yes,1,1,yes,55.153833038799874,no,0,106.26521827385463
male,66.07074429150067,0,Southeast,"$60,000+",no,0,1,no,0,yes,0,78.63941071976808
female,41.83769959358565,2,Southeast,"< $60,000",no,0,1,no,0,yes,1,35.118230139695356
male,65.06844801008882,2,Southeast,"$60,000+",yes,0,1,no,235.39244854119244,no,1,410.86584166133633
female,65.93290732445342,1,Southeast,"< $60,000",yes,1,1,no,390.96679258446545,no,1,426.18377369322906
male,34.81863695734395,2,Southeast,"$60,000+",yes,0,1,no,0,yes,0,81.24589515602665
female,40.776914625493404,1,Southeast,"$60,000+",yes,1,1,no,545.7807807625004,no,1,717.9569198000037
male,88.08753116188916,3,Southeast,"$60,000+",yes,0,1,no,192.52389661589203,no,0,320.051189431378
male,43.02736063858816,4,Southeast,"< $60,000",no,0,1,no,434.64079188027927,no,1,488.51067399313274
male,54.37661886738388,2,Southeast,"$60,000+",yes,0,1,no,132.6549982979143,no,1,243.79865850567933
female,72.89909123322823,3,Southeast,"$60,000+",no,0,1,no,394.9419833596666,no,1,564.945103704831
female,47.529086297874635,3,Southeast,"$60,000+",yes,0,1,no,0,yes,0,71.43833979192372
female,52.94785838450682,2,Southeast,"< $60,000",yes,0,1,no,0,yes,1,4.7218406009728024
female,25.18067633673059,2,Southeast,"$60,000+",yes,1,1,no,551.351279665922,no,1,676.0261977293117
male,90.08486928773681,4,Southeast,"$60,000+",yes,0,1,no,511.8018857200636,no,1,660.8550320974404
female,34.560408593163444,2,Southeast,"$60,000+",yes,0,1,no,598.1398317189835,no,1,725.9802114628698
male,26.422218528387063,3,Southeast,"$60,000+",yes,0,1,no,0,yes,1,126.93000060845816
female,38.60640252021444,2,Southeast,"< $60,000",no,0,1,no,85.77081112691928,no,1,186.18014030776757
female,85.09641690932189,3,Southeast,"$60,000+",no,0,1,no,470.34194034284616,no,1,611.6106842189429
male,14.492613716818354,1,Southeast,"$60,000+",yes,1,1,no,0,yes,1,146.42410937012465
male,45.80466173111122,2,Southeast,"$60,000+",yes,0,1,no,620.7447344489551,no,1,785.619279562366
female,25.319118374633987,2,Southeast,"$60,000+",yes,1,1,no,769.3539703107672,no,1,930.3120050609433
male,29.39040436694464,2,Southeast,"< $60,000",yes,1,1,no,414.87504324887,no,1,405.2861756297853
female,50.53771269901854,3,Southeast,"$60,000+",yes,1,1,no,923.1725041942484,no,1,1067.8524082660294
female,59.52083955538002,3,Southeast,"$60,000+",yes,1,1,no,4.2787842614824285,no,1,150.8460399739033
female,83.39558136468052,4,Southeast,"$60,000+",yes,0,1,no,760.2817471454225,no,1,933.6768490276136
female,42.09306642368577,1,Southeast,"$60,000+",yes,0,1,no,0,yes,0,45.37338697526115
male,58.7267852284169,2,Southeast,"$60,000+",yes,1,1,no,249.33462268152056,no,1,359.9476250785747
female,-5.357415614832924,2,Southeast,"$60,000+",yes,2,0,no,117.93683742569523,no,1,286.201370395929
male,52.86155816021934,2,Southeast,"< $60,000",no,0,1,no,0,yes,1,55.21862705200628
female,82.96044993389603,2,Southeast,"$60,000+",yes,0,1,no,169.26010721606397,no,0,297.03950660281055
male,60.141360183131944,0,Southeast,"$60,000+",yes,0,1,no,433.7420025924619,no,1,642.6172955550797
male,48.1519291516873,2,Southeast,"< $60,000",yes,0,1,no,226.90104470340836,no,0,292.72260294118263
male,46.93501354409584,1,Southeast,"$60,000+",no,0,1,no,242.73797539446508,no,0,368.9572286042698
male,38.31635735501368,2,Southeast,"$60,000+",yes,1,1,yes,0,yes,0,120.47024851733758
male,59.5178884071618,3,Southeast,"$60,000+",yes,0,1,no,278.6597094042623,no,0,417.7504447024493
female,58.797097093156445,4,Southeast,"$60,000+",no,0,1,no,509.6813264908484,no,1,725.2305416814955
male,79.72390126107028,2,Southeast,"$60,000+",yes,0,1,no,12.753125214347904,no,0,127.47030979880722
female,7.608835986605278,4,Southeast,"$60,000+",yes,1,1,no,0,yes,1,103.29571983157534
female,50.43824573867454,3,Southeast,"$60,000+",yes,0,1,no,194.80457913334376,no,1,304.37409137910475
male,38.12876227721972,1,Southeast,"$60,000+",yes,1,1,no,0,yes,1,40.15800944675338
female,44.44062277104642,3,Southeast,"$60,000+",yes,2,1,no,0,yes,1,137.44751130921455
female,44.20144364761947,2,Southeast,"$60,000+",yes,0,1,no,0,yes,0,121.00463121085431
male,35.41864154099285,1,Southeast,"$60,000+",yes,0,1,no,628.812729202213,no,1,776.1726728253745
female,55.87082961905252,1,Southeast,"$60,000+",no,0,1,no,445.50589869617227,no,1,639.4996683950402
male,35.6553893774815,2,Southeast,"< $60,000",yes,0,1,no,500.47037909624584,no,1,537.5995036853499
female,18.696945430656733,2,Southeast,"$60,000+",yes,0,1,no,0,yes,1,68.07325504006157
female,71.69760034445463,2,Southeast,"$60,000+",yes,0,1,no,224.8942265803633,no,0,361.48014255517813
male,44.765268114796015,2,Southeast,"< $60,000",yes,0,1,no,299.9703290545248,no,1,356.31315544593747
female,45.995664194267505,2,Southeast,"$60,000+",yes,1,1,no,0,yes,1,87.99894775319012
male,49.11308376785106,3,Southeast,"$60,000+",yes,1,1,no,538.5660024569654,no,1,653.4500957225767
female,26.913049601363635,2,Southeast,"$60,000+",no,0,1,no,36.22336557642208,no,1,197.66166530100764
male,62.33115171945792,2,Southeast,"$60,000+",yes,0,1,yes,385.8840807740254,no,1,474.4273412843534
male,56.550024293438966,1,Southeast,"$60,000+",yes,1,1,no,362.4822570909622,no,1,496.7753686832655
male,22.6535192104185,3,Southeast,"< $60,000",no,0,1,no,0,yes,1,13.564181088366965
male,55.54248983225786,1,Southeast,"$60,000+",yes,0,1,no,0,yes,0,119.98378263549671
male,44.876336731628165,2,Southeast,"$60,000+",no,0,1,no,0,yes,0,107.56342247820191
female,66.4474611239503,3,Southeast,"$60,000+",yes,1,1,no,0,yes,1,97.8041502081593
male,45.192223000832605,0,Southeast,"$60,000+",yes,0,1,no,0,yes,0,48.30395125407693
female,55.512419828874044,3,Southeast,"$60,000+",yes,2,1,yes,482.73508075925696,no,1,628.3995613766114
female,76.83450511076089,3,Southeast,"< $60,000",no,0,1,yes,52.56165041384109,no,1,136.5135576354254
female,86.03313205126388,2,Southeast,"$60,000+",yes,1,1,no,0,yes,1,141.9991324110786
male,28.462834693322925,2,Southeast,"$60,000+",no,0,1,no,831.9620731702327,no,1,1013.4575458639582
female,47.69213189597711,2,Southeast,"$60,000+",no,0,1,no,0,yes,0,104.50949487648941
male,22.645284919760705,1,Southeast,"$60,000+",no,0,1,yes,712.3933094485355,no,1,885.7531153556777
